,gameidx,move
2333,1409,"[3, 3, 1, 1, 1, 3, 3]"
2334,2168,"[2, 2, 2, 1, 2, 1, 1]"
2335,2807,[]
2336,2347,"[2, 2, 2, 2, 0, 0, 2]"
2337,2933,"[1, 2, 2, 2, 2, 2, 1]"
2338,2951,"[1, 1, 1, 1, 1, 3]"
2339,2124,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
2340,1896,"[3, 3, 3, 3, 1, 1, 1, 1, 2, 2]"
2341,1375,"[0, 0, 0, 0, 3, 3]"
2342,1993,"[1, 2, 2, 2, 2, 0]"
2343,303,"[1, 1, 3, 3, 3, 3, 3]"
2344,1767,"[3, 3, 3, 3, 3, 1, 1, 1]"
2345,2069,"[2, 2, 2, 2, 3, 0, 0, 0, 0]"
2346,1238,"[2, 2, 2, 0, 0, 0, 0, 2, 2]"
2347,306,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2]"
2348,2368,"[3, 3, 2, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1]"
2349,1591,"[1, 2, 2, 2, 2, 0, 0]"
2350,1114,"[0, 0, 0, 0, 2, 2, 2, 2, 3]"
2351,2256,[]
2352,3262,"[1, 1, 1, 1, 1, 3, 3, 3]"
2353,1761,"[3, 3, 2, 0, 0, 0, 0]"
2354,2702,"[3, 0, 0, 0, 0, 2, 2, 2]"
2355,1176,"[2, 2, 2, 1, 1, 1, 1, 1]"
2356,2971,"[0, 0, 0, 0, 3, 3, 3, 3]"
2357,194,"[3, 3, 3, 3, 1, 1, 1, 1]"
2358,257,"[0, 0, 0, 0, 0, 3, 3, 3, 3]"
2359,732,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
2360,2624,"[2, 0, 0, 0, 0, 3]"
2361,305,"[2, 1, 2, 2, 2, 2, 0, 0]"
2362,2467,"[2, 0, 0, 0, 0, 0]"
2363,236,"[1, 2, 2, 2, 0, 0, 0, 2]"
2364,2760,"[0, 1, 1, 3, 3, 3, 3, 3]"
2365,277,"[0, 0, 2, 2, 2, 2, 2, 0, 0, 0]"
2366,309,"[1, 3, 1, 1, 1, 1, 3, 3, 3]"
2367,503,[]
2368,2991,"[3, 0, 0, 0, 0, 0, 2]"
2369,2416,"[3, 3, 3, 1, 1, 1, 1, 1]"
2370,2411,"[3, 1, 3, 1, 1, 1, 0, 2, 2, 1]"
2371,1824,"[2, 2, 2, 1, 2, 2, 0]"
2372,216,"[2, 0, 0, 0, 0, 2, 0]"
2373,1278,"[0, 3, 3, 3, 3, 3, 0]"
2374,532,"[1, 1, 1, 3, 2, 2, 2, 2, 1, 1]"
2375,2637,"[0, 0, 0, 3, 3, 3, 3, 3, 0]"
2376,3137,"[2, 2, 2, 2, 2, 1]"
2377,1020,"[2, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3]"
2378,268,"[2, 0, 0, 0, 0, 0, 1]"
2379,3208,"[2, 0, 0, 0, 0]"
2380,2901,"[0, 0, 3, 0, 3, 3, 3, 3, 0]"
2381,2487,"[2, 2, 2, 2]"
2382,2302,"[0, 0, 0, 0, 0]"
2383,1191,[]
2384,1616,"[2, 2, 2, 2]"
2385,1840,"[3, 3, 3, 3]"
2386,2820,"[2, 2, 2, 2, 0, 0, 2]"
2387,48,"[2, 2, 2, 2, 2, 1, 1, 1, 1]"
2388,571,"[2, 2, 2, 2, 1, 1, 1, 1, 3, 3, 3, 3, 1]"
2389,654,"[1, 1, 1, 1]"
2390,1400,"[0, 0, 3, 3, 3, 3]"
2391,2027,"[1, 1, 3, 3, 3, 3]"
2392,2599,"[1, 3, 3, 3, 3, 3, 0, 0, 0, 2, 3, 0, 0]"
2393,2649,"[1, 1, 3, 3, 3, 3, 3, 1, 1]"
2394,1012,"[1, 3, 1, 3, 3, 3, 0]"
2395,229,"[2, 2, 2, 2, 2]"
2396,3145,"[0, 0, 0, 2, 2, 0]"
2397,2707,"[2, 0, 0, 0, 0, 0]"
2398,155,"[1, 2, 2, 2, 2, 1, 1, 1, 1]"
2399,1416,[]
2400,2710,"[1, 1, 1, 1, 1, 2, 2]"
2401,259,"[2, 1, 2, 2, 2, 0]"
2402,2916,"[2, 1, 3, 1, 1, 1, 3]"
2403,2746,"[1, 1, 1, 1, 2, 2]"
2404,2097,"[3, 0, 0, 0, 0]"
2405,1769,"[0, 3, 3, 3, 0, 3, 3, 1, 1]"
2406,49,"[2, 2, 2, 2, 2, 0]"
2407,2447,"[0, 0, 0, 0, 3, 3, 3, 3]"
2408,3208,"[3, 3, 1, 1, 1, 1, 2, 2]"
2409,1903,"[2, 2, 2, 0, 0, 0, 0, 0]"
2410,1009,"[0, 2, 0, 0, 2, 2, 0, 2]"
2411,2262,"[1, 1, 1, 3, 3, 3, 3]"
2412,2412,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
2413,2912,"[1, 1, 1, 1, 1, 0, 2]"
2414,470,"[0, 0, 0, 2, 2, 2, 2, 2, 0]"
2415,2292,[]
2416,2044,"[3, 2, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]"
2417,2896,"[3, 3, 3, 3, 1, 1, 3, 1, 1, 2]"
2418,1896,"[1, 0, 3, 3, 3, 3, 0]"
2419,3069,"[2, 0, 0, 0, 0, 3]"
2420,2256,"[0, 0, 0, 0, 3]"
2421,379,"[3, 1, 3, 1, 3, 1, 1, 1]"
2422,121,"[2, 0, 0, 0, 0, 0]"
2423,199,"[2, 2, 1, 1, 1, 1, 2, 2]"
2424,917,"[2, 2, 1, 1, 1, 1]"
2425,424,"[3, 0, 0, 0, 0]"
2426,830,"[2, 2, 2, 2]"
2427,1130,"[1, 2, 2, 2, 2, 2]"
2428,495,"[2, 2, 2, 2, 2, 1, 1]"
2429,2977,"[3, 1, 1, 3, 1, 3, 3, 3]"
2430,2526,"[0, 2, 2, 2, 2]"
2431,3226,[]
2432,666,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
2433,1179,"[3, 3, 3, 3, 0]"
2434,572,"[3, 3, 3, 3, 3, 0, 2]"
2435,456,"[3, 3, 1, 1, 1, 1, 3]"
2436,579,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
2437,952,"[3, 3, 0, 0, 3, 3]"
2438,2988,"[3, 3, 3, 3, 3, 0, 0]"
2439,391,"[1, 1, 3, 3, 1, 1, 1, 0, 2, 2, 2, 2]"
2440,3005,"[3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
2441,1210,"[3, 3, 3, 1, 1, 1, 2, 2, 1, 1]"
2442,2678,"[2, 2, 2, 2]"
2443,685,"[3, 3, 3, 3, 0]"
2444,2297,"[3, 3, 3, 3, 1, 1, 1, 1]"
2445,750,"[1, 2, 2, 2, 2, 0, 2]"
2446,687,"[3, 3, 3, 3, 0]"
2447,1721,[]
2448,2986,"[0, 1, 1, 0, 0, 3, 3, 3, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 1, 1, 3, 3, 1, 1, 1, 2]"
2449,994,"[3, 0, 0, 0, 0]"
2450,2641,"[1, 1, 1, 1, 3]"
2451,1735,"[3, 3, 3, 1, 1, 1, 1, 1]"
2452,2960,"[0, 2, 2, 2, 2]"
2453,2044,"[3, 3, 3, 3, 0, 0, 0, 0]"
2454,3,"[3, 2, 0, 0, 0, 0, 0, 2, 2]"
2455,364,"[3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
2456,993,"[0, 0, 0, 0, 1, 2, 0, 0]"
2457,377,"[3, 3, 3, 3, 3, 0]"
2458,2271,"[0, 3, 3, 3, 3, 0, 0, 0, 0]"
2459,584,"[2, 2, 0, 0, 0, 0]"
2460,1744,"[1, 1, 1, 1, 2]"
2461,1339,"[3, 3, 0, 0, 0, 3, 3]"
2462,831,"[2, 2, 2, 2, 2, 0, 0, 0]"
2463,1837,[]
2464,1969,"[1, 1, 1, 3, 1]"
2465,1110,"[0, 3, 3, 3, 3]"
2466,2939,"[0, 3, 3, 3, 3, 3]"
2467,1053,"[3, 3, 1, 1, 3, 3, 1]"
2468,155,"[0, 3, 3, 3, 3]"
2469,1259,"[1, 1, 2, 1, 1, 1]"
2470,708,"[3, 1, 3, 1, 3, 3, 3]"
2471,623,"[3, 3, 3, 3, 3, 0]"
2472,153,"[0, 0, 2, 2, 2, 2]"
2473,2936,"[0, 0, 0, 0, 0, 2, 2]"
2474,3037,"[0, 3, 3, 3, 3, 0, 0, 0, 3]"
2475,1381,"[2, 0, 0, 0, 3, 3, 3, 0]"
2476,1027,"[0, 0, 0, 0, 0, 3]"
2477,3240,"[3, 3, 3, 1, 1, 1, 1]"
2478,2947,"[2, 2, 0, 0, 0, 3, 0]"
2479,783,[]
2480,2890,"[1, 3, 3, 3, 3]"
2481,1737,"[0, 0, 0, 0, 3, 3]"
2482,1499,"[0, 0, 0, 0, 3, 0]"
2483,3075,"[0, 3, 3, 3, 3, 3]"
2484,2630,"[1, 1, 3, 3, 3, 3]"
2485,2974,"[1, 2, 2, 1, 2, 2, 1, 1]"
2486,1343,"[2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 1]"
2487,1904,"[1, 3, 3, 3, 3, 1, 1, 3]"
2488,2159,"[0, 0, 0, 0, 0]"
2489,1447,"[2, 0, 0, 0, 0, 0]"
2490,1704,"[2, 2, 2, 2, 2, 1, 1]"
2491,1768,"[0, 0, 0, 0, 0, 3, 3, 3]"
2492,347,"[3, 3, 3, 3, 1, 1]"
2493,402,"[2, 2, 2, 2, 2, 0, 0, 0]"
2494,3028,"[0, 0, 0, 0, 3, 3, 3]"
2495,909,[]
2496,1953,"[0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 0, 1, 0, 0, 0, 0, 2, 0]"
2497,58,"[1, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
2498,2704,"[0, 3, 3, 3, 3, 3, 2, 0, 0, 1, 1, 1, 1, 1]"
2499,997,"[2, 0, 0, 0, 0, 2, 0]"
2500,1693,"[1, 1, 3, 3, 3, 3, 3]"
2501,2732,"[0, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
2502,2793,"[3, 3, 3, 3]"
2503,2483,"[2, 3, 2, 1, 1, 1, 1, 3]"
2504,2166,"[3, 3, 3, 3, 0]"
2505,1144,"[0, 2, 2, 2, 2, 1]"
2506,3231,"[0, 0, 2, 2, 2, 2, 0]"
2507,2791,"[0, 2, 2, 2, 2]"
2508,603,"[1, 3, 3, 3, 3, 3]"
2509,1999,"[0, 2, 2, 2, 2, 2, 0, 0]"
2510,2079,"[1, 1, 1, 1, 3, 3]"
2511,3030,[]
2512,2652,"[2, 2, 2, 2]"
2513,1244,"[0, 0, 3, 3, 3, 0, 0, 0]"
2514,3048,"[2, 2, 2, 2, 2, 0]"
2515,335,"[0, 0, 0, 0, 3, 3, 0]"
2516,3087,"[0, 3, 3, 3, 3, 3, 1]"
2517,203,"[1, 3, 3, 3, 1, 1, 1, 1]"
2518,1209,"[1, 1, 3, 3, 3, 3]"
2519,1296,"[3, 3, 3, 3]"
2520,2099,"[0, 0, 0, 0, 0]"
2521,1715,"[2, 2, 2, 0, 0, 0, 0, 0]"
2522,237,"[0, 0, 0, 0, 0, 2, 2]"
2523,858,"[0, 0, 0, 0, 2, 2, 2]"
2524,1859,"[2, 2, 1, 1, 1, 1, 3, 3]"
2525,1466,"[2, 2, 2, 0, 0, 0, 0]"
2526,2337,"[3, 0, 0, 0, 0, 0, 3]"
2527,229,[]
2528,1274,"[2, 2, 2, 2, 2, 1]"
2529,3158,"[3, 3, 3, 3, 1, 1]"
2530,2031,"[1, 1, 1, 2, 2, 1]"
2531,1575,"[1, 3, 3, 3, 3, 3]"
2532,2532,"[0, 3, 3, 3, 3, 3, 1]"
2533,2327,"[0, 0, 0, 0, 2, 2]"
2534,847,"[3, 3, 0, 0, 0, 0]"
2535,725,"[0, 2, 2, 0, 2, 2]"
2536,927,"[1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
2537,733,"[1, 1, 1, 1, 2, 2, 2, 2]"
2538,2231,"[2, 2, 2, 0, 0, 0, 0, 0, 2]"
2539,48,"[2, 0, 0, 0, 0]"
2540,3264,"[1, 2, 2, 2, 2, 2]"
2541,799,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
2542,2568,"[1, 2, 2, 2, 2, 1]"
2543,884,[]
2544,2100,"[2, 2, 2, 2, 0, 0, 0, 0, 0]"
2545,2325,"[1, 1, 1, 1, 3]"
2546,3032,"[0, 0, 0, 2, 2, 0, 0]"
2547,2815,"[1, 2, 2, 2, 2, 0]"
2548,2877,"[2, 0, 0, 0, 0]"
2549,43,"[1, 2, 2, 2, 2, 2, 1]"
2550,1291,"[1, 1, 1, 1, 3, 3, 1]"
2551,1575,"[1, 2, 2, 2, 2, 0, 0, 0]"
2552,1393,"[0, 0, 0, 0, 3, 3, 0]"
2553,1194,"[3, 3, 3, 3, 0, 0, 0, 0]"
2554,3147,"[0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 3]"
2555,1193,"[2, 1, 1, 1, 1, 3, 1]"
2556,1073,"[3, 3, 3, 0, 0, 0, 0]"
2557,566,"[0, 0, 0, 0, 0, 2]"
2558,2924,"[0, 3, 0, 3, 3, 3, 3, 1]"
2559,328,[]
2560,1184,"[0, 2, 2, 0, 0, 0]"
2561,1224,"[2, 2, 2, 2, 2]"
2562,1061,"[2, 2, 2, 2, 2, 0]"
2563,2095,"[0, 3, 3, 3, 3, 3]"
2564,1793,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 3]"
2565,2783,"[0, 0, 1, 1, 1, 3, 3, 3, 3, 3, 1]"
2566,2885,"[0, 0, 0, 2, 2, 2, 2, 0, 0]"
2567,648,"[2, 2, 2, 2, 1]"
2568,914,"[1, 1, 1, 1, 2, 2, 2, 2]"
2569,959,"[1, 1, 3, 1, 1, 3, 3, 3, 3, 1]"
2570,1487,"[1, 1, 1, 1, 1, 2, 2, 2, 0]"
2571,735,"[0, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
2572,2793,"[0, 0, 0, 0, 0, 2, 1]"
2573,861,"[0, 0, 0, 0, 0, 2, 2, 1]"
2574,2427,"[3, 3, 3, 3, 3]"
2575,2830,[]
2576,1850,"[2, 2, 2, 2, 0, 2, 0]"
2577,1704,"[1, 1, 1, 1, 1, 0, 2, 1]"
2578,2691,"[2, 0, 3, 0, 0, 2, 2, 2, 0, 2]"
2579,705,"[0, 0, 3, 3, 3, 0, 0, 0]"
2580,2588,"[3, 3, 0, 0, 0, 0, 0]"
2581,525,"[0, 2, 2, 2, 2, 2]"
2582,532,"[3, 3, 3, 3, 3, 2, 1]"
2583,2164,"[1, 3, 3, 3, 3, 3, 1, 1, 1, 1]"
2584,1110,"[2, 2, 2, 2, 2, 3, 0, 0, 0]"
2585,2711,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
2586,770,"[3, 3, 3, 3, 3, 2, 3, 1, 1, 1, 1, 1, 2]"
2587,2458,"[1, 3, 3, 3, 3, 3, 1]"
2588,1168,"[0, 3, 3, 0, 0, 0, 0]"
2589,1555,"[2, 2, 2, 2, 2, 0, 1]"
2590,42,"[3, 3, 3, 3, 3, 1, 2]"
2591,239,[]
2592,1768,"[3, 3, 3, 3, 0, 0, 0]"
2593,1645,"[1, 1, 1, 3, 3, 3, 3, 3]"
2594,978,"[0, 0, 0, 3, 0]"
2595,1022,"[0, 2, 2, 2, 2, 2]"
2596,1154,"[3, 3, 3, 3, 1, 1, 3]"
2597,52,"[2, 2, 2, 2, 0, 0, 0, 0, 2]"
2598,1129,"[2, 2, 0, 2, 2, 0, 0, 0]"
2599,1925,"[3, 3, 3, 1, 3]"
2600,752,"[2, 2, 1, 2, 2, 2, 0, 0, 0, 0]"
2601,438,"[2, 2, 2, 2, 2, 1, 1, 3]"
2602,3259,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
2603,2725,"[0, 0, 0, 3, 3, 3, 3, 3]"
2604,970,"[2, 2, 2, 2, 2, 0]"
2605,2014,"[2, 0, 0, 0, 0, 0, 3, 3]"
2606,692,"[2, 2, 2, 2, 2]"
2607,1510,[]
2608,279,"[3, 2, 2, 2, 1, 3, 3, 2, 3, 2, 3, 1, 1, 1, 1, 2, 2, 3, 0, 3, 2]"
2609,2388,"[0, 3, 3, 3, 3, 3]"
2610,2649,"[1, 2, 0, 0, 2, 2, 2, 2]"
2611,1125,"[0, 0, 0, 0, 2]"
2612,140,"[2, 1, 1, 1, 2, 1]"
2613,1985,"[1, 1, 1, 1, 1, 2]"
2614,3204,"[2, 2, 1, 1, 1, 1, 3]"
2615,238,"[2, 2, 2, 1, 1, 2, 1]"
2616,55,"[1, 1, 1, 1, 1, 2]"
2617,3110,"[1, 1, 2, 0, 2, 2, 2, 0]"
2618,2031,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
2619,377,"[1, 1, 1, 1, 1]"
2620,1957,"[1, 0, 0, 0, 0, 0, 3, 3, 3, 3, 1]"
2621,217,"[3, 3, 3, 3, 1, 3]"
2622,704,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
2623,49,[]
2624,2690,"[2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 0, 0, 2, 1, 1, 2, 2, 0, 0, 0, 0, 0]"
2625,2692,"[2, 2, 2, 0, 0, 0, 3, 0, 2, 2, 3, 3, 3, 3, 0, 2]"
2626,88,"[3, 3, 3, 2, 1, 0, 0, 2, 2, 3, 3, 1, 3, 1, 0, 2, 0, 2, 2, 1]"
2627,609,"[3, 1, 0, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 1, 1, 1, 1]"
2628,3178,"[3, 1, 3, 3, 3, 1]"
2629,2959,"[1, 3, 3, 0, 0, 3, 3]"
2630,315,"[3, 3, 3, 1, 1, 3]"
2631,3018,"[1, 1, 2, 2, 1, 1, 1, 2, 2, 2]"
2632,1829,"[0, 0, 0, 0, 0, 2]"
2633,1003,"[1, 1, 0, 0, 2, 0, 2, 2, 2, 2, 0]"
2634,2462,"[1, 1, 1, 2, 1, 1]"
2635,2388,"[2, 0, 0, 0, 0, 3, 3]"
2636,1813,"[1, 2, 2, 2, 2, 2, 0, 0, 3]"
2637,3266,"[3, 2, 1, 1, 1, 1, 1]"
2638,2424,"[1, 2, 2, 2, 1, 1, 1, 2]"
2639,268,[]
2640,1723,"[3, 2, 3, 1, 3, 1, 1, 1, 1, 2, 3]"
2641,2649,"[2, 2, 2, 2, 2, 1]"
2642,433,"[0, 0, 0, 0, 2, 2]"
2643,2447,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
2644,1090,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 1]"
2645,2589,"[2, 0, 0, 0, 0, 2]"
2646,2556,"[2, 2, 2, 2, 2, 1, 1, 1, 1]"
2647,1853,"[2, 2, 2, 2, 2]"
2648,1086,"[1, 1, 1, 1, 1, 0, 3]"
2649,486,"[2, 2, 2, 0, 0, 0, 0, 2, 2]"
2650,329,"[3, 3, 3, 3, 1, 3]"
2651,1685,"[3, 3, 3, 3]"
2652,3246,"[0, 2, 2, 2, 2]"
2653,1020,"[3, 3, 3, 3, 1]"
2654,2542,"[2, 1, 1, 3, 1, 1]"
2655,1481,[]
2656,1396,"[0, 0, 0, 0, 2, 1, 1, 0, 2, 2, 2, 2]"
2657,1597,"[0, 2, 2, 2, 2, 1, 1]"
2658,2157,"[3, 1, 1, 3, 3, 1, 3, 1]"
2659,2069,"[2, 2, 2, 2, 2, 1, 1]"
2660,1884,"[1, 1, 1, 2, 2, 2, 2]"
2661,1044,"[0, 0, 0, 0, 0, 3, 3]"
2662,1975,"[3, 1, 1, 1, 1, 2, 1]"
2663,2116,"[1, 2, 2, 2, 2, 2, 0]"
2664,3231,"[2, 1, 1, 1, 1, 3, 3, 3, 1, 3]"
2665,1079,"[3, 3, 2, 2, 3, 3, 1, 1, 1, 1, 3]"
2666,3200,"[1, 1, 1, 2, 2, 2, 2, 1]"
2667,2461,"[1, 1, 1, 1, 1, 2]"
2668,120,"[3, 3, 3, 3, 3, 0]"
2669,1138,"[2, 2, 1, 1, 3, 1, 1, 1]"
2670,1309,"[3, 1, 1, 1, 1, 2, 2, 2]"
2671,2853,[]
2672,2029,"[3, 3, 1, 1, 1, 1, 2, 2]"
2673,2850,"[3, 2, 2, 2, 0, 0, 0, 0, 0]"
2674,1405,"[0, 0, 3, 3, 3, 3, 1]"
2675,234,"[0, 0, 3, 3, 3, 0, 0]"
2676,1287,"[1, 1, 3, 3, 3, 3]"
2677,350,"[2, 1, 1, 1, 1, 3, 1]"
2678,233,"[2, 2, 2, 2, 0, 2, 0, 0, 0]"
2679,1582,"[2, 2, 1, 1, 1, 1]"
2680,374,"[2, 2, 2, 2, 0]"
2681,554,"[3, 3, 3, 3, 0]"
2682,835,"[1, 1, 1, 1, 1]"
2683,524,"[1, 1, 1, 1, 1]"
2684,28,"[0, 3, 3, 3, 3, 0, 0, 0, 0]"
2685,1425,"[0, 3, 3, 3, 3, 3, 1]"
2686,2264,"[2, 2, 2, 2, 2, 0, 0]"
2687,1160,[]
2688,2271,"[2, 2, 2, 2, 0, 0, 0]"
2689,673,"[2, 1, 1, 2, 1, 1, 3, 3, 3]"
2690,3250,"[0, 0, 0, 0, 0, 3, 3]"
2691,1585,"[0, 2, 0, 2, 2, 0, 2, 0, 2]"
2692,1201,"[1, 3, 3, 3, 3, 1]"
2693,1139,"[3, 3, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2]"
2694,2955,"[0, 0, 0, 0, 3, 3]"
2695,2653,"[0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 3]"
2696,2099,"[0, 2, 2, 2, 2, 2, 1]"
2697,648,"[1, 1, 1, 1, 1, 3]"
2698,2137,"[0, 3, 3, 3, 3]"
2699,2004,"[1, 2, 2, 2, 2, 2]"
2700,390,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
2701,668,"[0, 2, 2, 2, 0, 2, 0]"
2702,2163,"[2, 2, 2, 2, 0, 2, 0, 0, 0, 3, 0]"
2703,2634,[]
2704,35,"[3, 3, 3, 3, 3]"
2705,2165,"[2, 2, 1, 1, 1, 1, 3, 1, 3, 3, 3, 0]"
2706,1928,"[3, 1, 1, 1, 1, 3, 3, 1, 3]"
2707,284,"[3, 3, 3, 3, 3, 0, 0, 0]"
2708,2436,"[0, 0, 0, 2, 2, 0, 0]"
2709,1596,"[1, 1, 1, 2, 1, 1, 2, 2]"
2710,899,"[1, 1, 1, 2, 2, 2, 2, 2]"
2711,2497,"[3, 2, 1, 1, 1, 1, 2, 2, 2]"
2712,1269,"[2, 1, 1, 1, 1, 3, 3]"
2713,767,"[2, 2, 2, 2, 0]"
2714,3072,"[0, 3, 3, 3, 3, 3, 1, 1]"
2715,1701,"[1, 1, 1, 2, 2, 2, 2, 2]"
2716,0,"[2, 1, 1, 1, 1]"
2717,1738,"[1, 1, 1, 1, 1, 3, 3, 3]"
2718,3199,"[1, 1, 1, 1]"
2719,2666,[]
2720,486,"[0, 1, 0, 3, 0, 3, 3, 1, 3]"
2721,1647,"[1, 1, 2, 2, 0, 2, 2, 2]"
2722,937,"[2, 2, 0, 0, 0, 0, 3]"
2723,2072,"[3, 2, 0, 0, 0, 0, 2, 2, 2, 0]"
2724,1627,"[1, 3, 3, 3, 3]"
2725,1831,"[2, 2, 2, 1, 1, 1, 1, 0]"
2726,2680,"[1, 2, 2, 2, 2, 0]"
2727,155,"[0, 0, 0, 0, 0]"
2728,3035,"[0, 1, 0, 0, 0, 0, 0, 1, 3, 3, 0]"
2729,532,"[3, 3, 3, 1, 1, 1, 1]"
2730,574,"[3, 3, 3, 2, 1, 1, 1, 2, 2, 1, 1]"
2731,3182,"[0, 0, 3, 3, 3, 3, 3, 1, 1, 1]"
2732,522,"[3, 3, 3, 3, 3, 0, 0]"
2733,2729,"[1, 2, 2, 2, 2, 2]"
2734,1884,"[2, 2, 2, 2]"
2735,553,[]
2736,1505,"[0, 0, 0, 3, 3, 0]"
2737,679,"[3, 3, 3, 3, 1]"
2738,3092,"[3, 1, 1, 1, 1, 1, 2]"
2739,362,"[2, 1, 1, 1, 1, 1]"
2740,259,"[2, 2, 2, 2, 2, 0, 0, 0]"
2741,2944,"[1, 1, 1, 3, 3, 3, 3]"
2742,1997,"[1, 1, 2, 2, 2, 2]"
2743,508,"[3, 3, 3, 3, 3, 0]"
2744,785,"[0, 3, 3, 3, 3, 0, 0]"
2745,334,"[0, 3, 3, 3, 3, 1]"
2746,3205,"[1, 1, 1, 1]"
2747,3154,"[2, 2, 2, 2, 0]"
2748,593,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
2749,750,"[3, 3, 3, 3, 0, 0, 0, 3]"
2750,1656,"[3, 3, 3, 1, 3]"
2751,1010,[]
2752,3045,"[0, 0, 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 3, 3]"
2753,945,"[2, 2, 2, 2, 2, 0, 0, 1, 1, 0, 0, 3, 3, 1, 1, 1, 1, 1, 2, 2]"
2754,1783,"[0, 0, 3, 3, 1, 3, 3, 3, 1]"
2755,1124,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 1, 3]"
2756,1818,"[1, 3, 3, 0, 0, 3, 3]"
2757,3197,"[2, 1, 2, 2, 2]"
2758,1629,"[3, 3, 3, 3, 3]"
2759,656,"[3, 3, 1, 3, 3, 3]"
2760,470,"[2, 2, 2, 2, 2, 0]"
2761,573,"[0, 3, 3, 3, 1, 1, 3, 1, 3, 1]"
2762,3116,"[0, 0, 0, 0, 2, 2, 2]"
2763,487,"[1, 1, 1, 1, 1]"
2764,1988,"[0, 2, 2, 2, 2, 1, 1]"
2765,835,"[2, 2, 2, 2, 1]"
2766,2342,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
2767,3267,[]
2768,2369,"[3, 0, 0, 0, 0, 0, 3, 3, 3]"
2769,2593,"[1, 3, 1, 1, 3, 1, 3, 1, 0, 3, 3]"
2770,2973,"[0, 1, 2, 3, 1, 2, 2, 2, 2, 2]"
2771,2900,"[2, 2, 0, 0, 0, 0, 0]"
2772,1316,"[3, 3, 3, 3, 3, 0, 0]"
2773,1650,"[0, 0, 0, 0, 0, 1, 3]"
2774,2172,"[2, 2, 0, 0, 0, 2, 2, 2]"
2775,2442,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
2776,3090,"[2, 0, 0, 0, 0, 0, 2, 2, 2, 1]"
2777,2870,"[1, 1, 1, 1, 1, 2]"
2778,2699,"[2, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
2779,2861,"[3, 0, 3, 0, 0, 0, 3, 3, 1, 1, 1, 1]"
2780,3044,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
2781,2436,"[2, 0, 0, 0, 0, 0, 3]"
2782,2199,"[2, 1, 0, 2, 2, 2, 2, 0, 0, 0]"
2783,436,[]
2784,1564,"[0, 0, 3, 3, 0, 0, 0]"
2785,337,"[1, 1, 1, 1, 3]"
2786,1764,"[2, 2, 1, 1, 1, 1]"
2787,2796,"[0, 0, 0, 0, 2, 0, 2]"
2788,254,"[2, 2, 2, 2]"
2789,1182,"[2, 2, 2, 2, 1, 1]"
2790,1394,"[1, 1, 1, 1, 1]"
2791,2167,"[1, 3, 3, 3, 3]"
2792,1738,"[3, 3, 3, 3, 0]"
2793,1462,"[0, 0, 0, 0, 3, 3, 3, 3, 1]"
